headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
違背,背く/違反する,ㄨㄟˊ ㄅㄟˋ,wéibèi,変化動詞,7,common,ai,word,,,to go against; to be contrary to; to violate
違約,契約違反する,ㄨㄟˊ ㄩㄝ,wéiyuē,離合動詞,7,common,ai,word,,,to break a promise; to violate an agreement; to default (on a loan or contract)
危害,危害を加える/損なう,ㄨㄟˊ ㄏㄞˋ,wéihài,動詞,7,common,ai,word,,,to harm; to jeopardize; to endanger; harmful effect; damage; CL:個|个[ge4]
圍巾,マフラー/ショール,ㄨㄟˊ ㄐㄧㄣ,wéijīn,名詞,7,common,ai,word,,,scarf; shawl; CL:條|条[tiao2]
圍牆,塀/囲い,ㄨㄟˊ ㄑㄧㄤˊ,wéiqiáng,名詞,7,common,ai,word,,,perimeter wall; fence; CL:道[dao4]
圍繞,取り巻く/中心にする,ㄨㄟˊ ㄖㄠˋ,wéirào,動詞,7,common,ai,word,,,to revolve around; to center on (an issue)
微弱,微弱な/かすかな,ㄨㄟˊ ㄖㄨㄛˋ,wéiruò,状態動詞(形容詞),7,common,ai,word,,,weak; faint; feeble
微小,微小な/極めて小さい,ㄨㄟˊ ㄒㄧㄠˇ,wéixiǎo,状態動詞(形容詞),7,common,ai,word,,,minute (i.e. extremely small); infinitesimal
胃口,食欲/好み,ㄨㄟˋ ㄎㄡˇ,wèikǒu,名詞,7,common,ai,word,,,appetite; liking
未必,必ずしも～とは限らない,ㄨㄟˋ ㄅㄧˋ,wèibì,副詞,7,common,ai,word,,,not necessarily; maybe not
未婚夫,婚約者（男性）,ㄨㄟˋ ㄏㄨㄣ ㄈㄨ,wèihūnfū,名詞,7,common,ai,word,,,fiancé
未婚妻,婚約者（女性）,ㄨㄟˋ ㄏㄨㄣ ㄑㄧ,wèihūnqī,名詞,7,common,ai,word,,,fiancée
未免,いささか～すぎる,ㄨㄟˋ ㄇㄧㄢˇ,wèimiǎn,副詞,7,common,ai,word,,,unavoidably; can't help; really
溫帶,温帯,ㄨㄣ ㄉㄞˋ,wēndài,名詞,7,common,ai,word,,,temperate zone
溫習,復習する,ㄨㄣ ㄒㄧˊ,wēnxí,動詞,7,common,ai,word,,,to review (a lesson etc)
溫馴,温順な/おとなしい,ㄨㄣ ㄒㄩㄣˊ,wēnxún,状態動詞(形容詞),7,common,ai,word,,,docile; meek; harmless
瘟疫,疫病,ㄨㄣ ㄧˋ,wēnyì,名詞,7,common,ai,word,,,plague; pestilence
文明,文明/文化,ㄨㄣˊ ㄇㄧㄥˊ,wénmíng,名詞,7,common,ai,word,,,civilized; civilization; culture
文獻,文献/資料,ㄨㄣˊ ㄒㄧㄢˋ,wénxiàn,名詞,7,common,ai,word,,,reference material (used in scholarly study)
聞名,有名だ,ㄨㄣˊ ㄇㄧㄥˊ,wénmíng,状態動詞,7,common,ai,word,,,well-known; famous; renowned
穩健,堅実な,ㄨㄣˇ ㄐㄧㄢˋ,wěnjiàn,状態動詞(形容詞),7,common,ai,word,,,firm; stable and steady
紊亂,混乱した,ㄨㄣˋ ㄌㄨㄢˋ,wènluàn,状態動詞(形容詞),7,common,ai,word,,,disorder; chaos
問世,世に出る/発表される,ㄨㄣˋ ㄕˋ,wènshì,変化動詞,7,common,ai,word,,,to be published; to come out
臥,横たわる,ㄨㄛˋ,wò,自動詞,7,common,ai,word,,,to lie; to crouch
烏龜,亀/寝取られ男,ㄨ ㄍㄨㄟ,wūguī/guī,名詞,7,common,ai,word,,原表記: 烏龜/龜,tortoise; cuckold
烏鴉,カラス,ㄨ ㄧㄚ,wūyā,名詞,7,common,ai,word,,,crow; raven
汙染,汚染 / 汚染,ㄨ ㄖㄢˇ / ㄨ ㄖㄢˇ,wūrǎn / wūrǎn,名詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,
無比,比類ない,ㄨˊ ㄅㄧˇ,wúbǐ,状態動詞(形容詞),7,common,ai,word,,,incomparable; matchless
無線電,無線/ラジオ,ㄨˊ ㄒㄧㄢˋ ㄉㄧㄢˋ,wúxiàndiàn,名詞,7,common,ai,word,,,radio; wireless (i.e. the technology used in radio telecommunication); a radio
無形,形のない/仮想の,ㄨˊ ㄒㄧㄥˊ,wúxíng,状態動詞(形容詞),7,common,ai,word,,,incorporeal; virtual; formless
無疑,疑いなく,ㄨˊ ㄧˊ,wúyí,副詞,7,common,ai,word,,,undoubtedly; without doubt; for sure
五金,金物,ㄨˇ ㄐㄧㄣ,wǔjīn,名詞,7,common,ai,word,,,"metal hardware (nuts and bolts); the five metals: gold, silver, copper, iron, tin 金銀銅鐵錫|金银铜铁锡[jin1-yin2-tong2-tie3-xi1]"
武士,戦士/武士,ㄨˇ ㄕˋ,wǔshì,名詞,7,common,ai,word,,,warrior; samurai
武裝,武装/装備,ㄨˇ ㄓㄨㄤ,wǔzhuāng,名詞,7,common,ai,word,,,arms; equipment; to arm
侮辱,侮辱する,ㄨˇ ㄖㄨˋ,wǔrù,動詞,7,common,ai,word,,,to insult; to humiliate; dishonor
物產,産物/天然資源,ㄨˋ ㄔㄢˇ,wùchǎn,名詞,7,common,ai,word,,,products; produce; natural resources
物體,物体,ㄨˋ ㄊㄧˇ,wùtǐ,名詞,7,common,ai,word,,,object; body; substance
誤解,誤解する/誤解,ㄨˋ ㄐㄧㄝˇ,wùjiě,状態動詞,7,common,ai,word,,,to misunderstand; misunderstanding
務實,現実的な,ㄨˋ ㄕˊ,wùshí,状態動詞(形容詞),7,common,ai,word,,,to deal with concrete matters; pragmatic
西服,洋服/スーツ,ㄒㄧ ㄈㄨˊ,xīfú,名詞,7,common,ai,word,,,suit; Western-style clothes (historical usage)
西醫,西洋医学/西洋医,ㄒㄧ ㄧ,xīyī,名詞,7,common,ai,word,,,Western medicine; a doctor trained in Western medicine
溪流,小川,ㄒㄧ ㄌㄧㄡˊ,xīliú,名詞,7,common,ai,word,,,stream
席,むしろ/席/宴会,ㄒㄧˊ,xí,量詞,7,common,ai,word,,,woven mat; seat; banquet
席位,議席/席,ㄒㄧˊ ㄨㄟˋ,xíwèi,名詞,7,common,ai,word,,,"a seat (in a theater, stadium etc); parliamentary or congressional seat"
錫,スズ/授ける,ㄒㄧˊ,xí,名詞,7,common,ai,word,,,tin (chemistry); to bestow; to confer
襲擊,襲撃する,ㄒㄧˊ ㄐㄧˊ,xíjí,動詞,7,common,ai,word,,,attack (esp. surprise attack); raid; to attack
昔日,昔,ㄒㄧˊ ㄖˋ,xírì,名詞,7,common,ai,word,,,former days; in the past
習題,練習問題,ㄒㄧˊ ㄊㄧˊ,xítí,名詞,7,common,ai,word,,,(schoolwork) exercise; problem; question
洗禮,洗礼,ㄒㄧˇ ㄌㄧˇ,xǐlǐ,名詞,7,common,ai,word,,,baptism (lit. or fig.)
喜氣,祝祭の雰囲気,ㄒㄧˇ ㄑㄧˋ,xǐqì,名詞,7,common,ai,word,,,hilarity; cheerful atmosphere
喜悅,喜ばしい,ㄒㄧˇ ㄩㄝˋ,xǐyuè,状態動詞(形容詞),7,common,ai,word,,,happy; joyous
戲曲,伝統劇,ㄒㄧˋ ㄑㄩˇ,xìqǔ,名詞,7,common,ai,word,,,Chinese opera
瑕疵,欠陥/傷,ㄒㄧㄚˊ ㄘ,xiácī,名詞,7,common,ai,word,,,blemish; flaw; defect
峽谷,峡谷,ㄒㄧㄚˊ ㄍㄨˇ,xiágǔ,名詞,7,common,ai,word,,,canyon; gill; ravine
狹小,狭い,ㄒㄧㄚˊ ㄒㄧㄠˇ,xiáxiǎo,状態動詞(形容詞),7,common,ai,word,,,narrow
狹窄,狭い,ㄒㄧㄚˊ ㄓㄞˇ,xiázhǎi,状態動詞(形容詞),7,common,ai,word,,,narrow
下筆,書き始める,ㄒㄧㄚˋ ㄅㄧˇ,xiàbǐ,自動詞,7,common,ai,word,,,to put pen to paper
下跌,下落する,ㄒㄧㄚˋ ㄉㄧㄝˊ,xiàdié,変化動詞,7,common,ai,word,,,to fall; to tumble
下滑,下降する/低下する,ㄒㄧㄚˋ ㄏㄨㄚˊ,xiàhuá,変化動詞,7,common,ai,word,,,to slide down (a slope etc); (fig.) to decline
下列,次の/以下の,ㄒㄧㄚˋ ㄌㄧㄝˋ,xiàliè,状態動詞(連体用),7,common,ai,word,,,following
下水,下流へ行く/入水する/内臓,ㄒㄧㄚˋ ㄕㄨㄟˇ,xiàshuǐ,離合動詞,7,common,ai,word,,,downstream; to go into the water; to put into water ‖ offal
掀,持ち上げる/揺れる/痙攣する,ㄒㄧㄢ,xiān,動詞,7,common,ai,word,,,to lift (a lid); to rock; to convulse
仙丹,仙薬/妙薬,ㄒㄧㄢ ㄉㄢ,xiāndān,名詞,7,common,ai,word,,,elixir; magic potion
先後,前後/順序/次々と,ㄒㄧㄢ ㄏㄡˋ,xiānhòu,名詞,7,common,ai,word,,,early or late; first and last; priority; in succession; one after another
先驅,先駆者/草分け,ㄒㄧㄢ ㄑㄩ,xiānqū,名詞,7,common,ai,word,,,to pioneer; pioneer; trailblazer
先天,生まれつきの/先天的な,ㄒㄧㄢ ㄊㄧㄢ,xiāntiān,状態動詞(連体用),7,common,ai,word,,,embryonic period (contrasted with 後天|后天[hou4tian1]); inborn; innate; natural
鮮明,鮮やかな/はっきりした,ㄒㄧㄢ ㄇㄧㄥˊ,xiānmíng,状態動詞(形容詞),7,common,ai,word,,,(of colors) bright; fresh and clear; clear-cut; distinct
鮮艶,鮮やかな/あでやかな,ㄒㄧㄢ ㄧㄢˋ,xiānyàn,状態動詞(形容詞),7,common,ai,word,,原表記: 鮮艶/鮮豔,
纖維,繊維,ㄒㄧㄢ ㄨㄟˊ,xiānwéi,名詞,7,common,ai,word,,,fiber; CL:種|种[zhong3]
嫌疑,疑い/容疑,ㄒㄧㄢˊ ㄧˊ,xiányí,名詞,7,common,ai,word,,,suspicion; to have suspicions
顯現,現れる/出現する,ㄒㄧㄢˇ ㄒㄧㄢˋ,xiǎnxiàn,状態動詞,7,common,ai,word,,,appearance; to appear
限度,限度/限界,ㄒㄧㄢˋ ㄉㄨˋ,xiàndù,名詞,7,common,ai,word,,,limitation; limit
線路,電線/回路/線路/経路,ㄒㄧㄢˋ ㄌㄨˋ,xiànlù,名詞,7,common,ai,word,,,(electricity) line; circuit; wire; (traffic) road; track; route
陷入,陥る/巻き込まれる,ㄒㄧㄢˋ ㄖㄨˋ,xiànrù,動詞,7,common,ai,word,,,to sink into; to get caught up in; to land in (a predicament)
獻身,献身する,ㄒㄧㄢˋ ㄕㄣ,xiànshēn,離合動詞,7,common,ai,word,,,to commit one's energy to; to devote oneself to; to sacrifice one's life for
現今,現在/現代,ㄒㄧㄢˋ ㄐㄧㄣ,xiànjīn,名詞,7,common,ai,word,,,now; nowadays; modern
現行,現行の/実施中の,ㄒㄧㄢˋ ㄒㄧㄥˊ,xiànxíng,状態動詞(連体用),7,common,ai,word,,,to be in effect; in force; current
現狀,現状,ㄒㄧㄢˋ ㄓㄨㄤˋ,xiànzhuàng,名詞,7,common,ai,word,,,current situation
相傳,言い伝えられる,ㄒㄧㄤ ㄔㄨㄢˊ,xiāngchuán,自動詞,7,common,ai,word,,,to pass on; to hand down; tradition has it that ...
相仿,似ている,ㄒㄧㄤ ㄈㄤˇ,xiāngfǎng,状態動詞(形容詞),7,common,ai,word,,,similar
相符,一致する/合致する,ㄒㄧㄤ ㄈㄨˊ,xiāngfú,状態動詞(形容詞),7,common,ai,word,,,to match; to tally
相繼,次々と/相次いで,ㄒㄧㄤ ㄐㄧˋ,xiāngjì,副詞,7,common,ai,word,,,in succession; following closely
相配,釣り合う/適合する,ㄒㄧㄤ ㄆㄟˋ,xiāngpèi,状態動詞(形容詞),7,common,ai,word,,,to match; to fit; to pair well
鄉土,郷土の/地元の,ㄒㄧㄤ ㄊㄨˇ,xiāngtǔ,状態動詞(形容詞),7,common,ai,word,,,native soil; one's native land; one's hometown
香皂,化粧石鹸,ㄒㄧㄤ ㄗㄠˋ,xiāngzào,名詞,7,common,ai,word,,,perfumed soap; toilet soap; CL:塊|块[kuai4]
鑲,はめ込む/埋め込む,ㄒㄧㄤ,xiāng,動詞,7,common,ai,word,,,to inlay; to embed; ridge
想開,割り切る/諦めがつく,ㄒㄧㄤˇ ㄎㄞ,xiǎngkāi,変化動詞,7,common,ai,word,,,"to get over (a shock, bereavement etc); to avoid dwelling on unpleasant things; to accept the situation and move on"
響亮,響き渡る/明快な,ㄒㄧㄤˇ ㄌㄧㄤˋ,xiǎngliàng,状態動詞(形容詞),7,common,ai,word,,,loud and clear; resounding
向,〜に向かって / 〜の方へ/向かって,ㄒㄧㄤˋ / ㄒㄧㄤˋ,xiàng / xiàng,副詞,3,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,towards; to face; to turn towards
嚮導,案内人/ガイド,ㄒㄧㄤˋ ㄉㄠˇ,xiàngdǎo,名詞,7,common,ai,word,,,guide
嚮往,憧れる/切望する,ㄒㄧㄤˋ ㄨㄤˇ,xiàngwǎng,状態動詞,7,common,ai,word,,,to yearn for; to look forward to
象徵,象徴/シンボル,ㄒㄧㄤˋ ㄓㄥ,xiàngzhēng,名詞/状態動詞,7,common,ai,word,,,emblem; symbol; token
消毒,消毒する,ㄒㄧㄠ ㄉㄨˊ,xiāodú,離合動詞,7,common,ai,word,,,to disinfect; to sterilize
消防,消防の,ㄒㄧㄠ ㄈㄤˊ,xiāofáng,状態動詞(連体用),7,common,ai,word,,,firefighting; fire control
消耗,消費する/消耗する,ㄒㄧㄠ ㄏㄠˋ,xiāohào,動詞,7,common,ai,word,,,to consume; to use up; to deplete; to expend; (old) news; mail; message
消遣,暇つぶし/気晴らし,ㄒㄧㄠ ㄑㄧㄢˇ,xiāoqiǎn,名詞/動詞,7,common,ai,word,,,to while the time away; amusement; pastime
瀟灑,堂々とした/洗練された,ㄒㄧㄠ ㄙㄚˇ,xiāosǎ,状態動詞(形容詞),7,common,ai,word,,,confident and at ease; free and easy
逍遙,悠々自適の/自由な,ㄒㄧㄠ ㄧㄠˊ,xiāoyáo,状態動詞(形容詞),7,common,ai,word,,,free and unfettered
小伙子,若者/青年,ㄒㄧㄠˇ ㄏㄨㄛˇ ˙ㄗ,xiǎohuǒzi,名詞,7,common,ai,word,,原表記: 小伙子/小夥子,young man; young guy; lad
效法,見習う/倣う,ㄒㄧㄠˋ ㄈㄚˇ,xiàofǎ,動詞,7,common,ai,word,,,to imitate; to follow the example of
效勞,尽力する/仕える,ㄒㄧㄠˋ ㄌㄠˊ,xiàoláo,自動詞,7,common,ai,word,,,to serve (in some capacity); to work for
效力,効力/貢献する,ㄒㄧㄠˋ ㄌㄧˋ,xiàolì,名詞,7,common,ai,word,,,effectiveness; positive effect; to serve (in some capacity)
效忠,忠誠を誓う,ㄒㄧㄠˋ ㄓㄨㄥ,xiàozhōng,動詞,7,common,ai,word,,,to vow loyalty and devotion to
笑嘻嘻,にこにこする,ㄒㄧㄠˋ ㄒㄧ ㄒㄧ,xiàoxīxī,自動詞,7,common,ai,word,,,grinning; smiling
孝子,親孝行な息子,ㄒㄧㄠˋ ㄗˇ,xiàozǐ,名詞,7,common,ai,word,,,filial son
協辦,協力する/補佐する,ㄒㄧㄝˊ ㄅㄢˋ,xiébàn,動詞,7,common,ai,word,,,to assist; to help sb do sth; to cooperate in doing sth
協定,協定/合意,ㄒㄧㄝˊ ㄉㄧㄥˋ,xiédìng,名詞,7,common,ai,word,,,agreement; accord; to reach an agreement
協會,協会/団体,ㄒㄧㄝˊ ㄏㄨㄟˋ,xiéhuì,名詞,7,common,ai,word,,,"an association; a society; CL:個|个[ge4],家[jia1]"
協商,協議する/話し合う,ㄒㄧㄝˊ ㄕㄤ,xiéshāng,動詞,7,common,ai,word,,,to consult with; to talk things over; agreement
協調,調整する/調和する,ㄒㄧㄝˊ ㄊㄧㄠˊ,xiétiáo,動詞/状態動詞(形容詞),7,common,ai,word,,,to coordinate; to harmonize; to fit together
協議,合意/協定,ㄒㄧㄝˊ ㄧˋ,xiéyì,名詞/動詞,7,common,ai,word,,,agreement; pact; protocol
血汗,苦労/勤労,ㄒㄧㄝˇ ㄏㄢˋ,xiěhàn,名詞,7,common,ai,word,,,(fig.) sweat and toil; hard work
血跡,血痕,ㄒㄧㄝˇ ㄐㄧ,xiějī,名詞,7,common,ai,word,,,bloodstain
血壓,血圧,ㄒㄧㄝˇ ㄧㄚ,xiěyā,名詞,7,common,ai,word,,,blood pressure
寫實,写実的/リアルな,ㄒㄧㄝˇ ㄕˊ,xiěshí,状態動詞(形容詞),7,common,ai,word,,,realism; realistic portrayal; realistic
洩氣,気が抜ける/落胆する,ㄒㄧㄝˋ ㄑㄧˋ,xièqì,状態動詞(形容詞),7,common,ai,word,,,to leak (gas); to be discouraged; to despair
心愛,最愛の,ㄒㄧ ㄋㄞˋ,xīnài,状態動詞(連体用),7,common,ai,word,,,beloved
心軟,優しい/情にもろい,ㄒㄧㄣ ㄖㄨㄢˇ,xīnruǎn,状態動詞(形容詞),7,common,ai,word,,,to be softhearted; to be tenderhearted; to be kindhearted
心事,悩み/心残り,ㄒㄧㄣ ㄕˋ,xīnshì,名詞,7,common,ai,word,,,"a load on one's mind; worry; CL:宗[zong1],樁|桩[zhuang1]"
心思,考え/意図,ㄒㄧㄣ ㄙ,xīnsī,名詞,7,common,ai,word,,,mind; thoughts; inclination
心酸,悲しい/切ない,ㄒㄧㄣ ㄙㄨㄢ,xīnsuān,状態動詞(形容詞),7,common,ai,word,,,to feel sad
心態,心構え/態度,ㄒㄧㄣ ㄊㄞˋ,xīntài,名詞,7,common,ai,word,,,attitude (of the heart); state of one's psyche; way of thinking
心疼,愛おしい/気の毒に思う,ㄒㄧㄣ ㄊㄥˊ,xīnténg,状態動詞,7,common,ai,word,,,to love dearly; to feel sorry for sb; to regret
心胸,度量/心構え,ㄒㄧㄣ ㄒㄩㄥ,xīnxiōng,名詞,7,common,ai,word,,,heart; mind; ambition
辛勤,勤勉な,ㄒㄧㄣ ㄑㄧㄣˊ,xīnqín,状態動詞(形容詞),7,common,ai,word,,,hardworking; industrious
辛酸,辛い/苦い,ㄒㄧㄣ ㄙㄨㄢ,xīnsuān,状態動詞(形容詞),7,common,ai,word,,,pungent (taste); bitter; fig. sad
新潮,流行の/モダンな,ㄒㄧㄣ ㄔㄠˊ,xīncháo,状態動詞(形容詞),7,common,ai,word,,,modern; fashionable
新手,初心者,ㄒㄧㄣ ㄕㄡˇ,xīnshǒu,名詞,7,common,ai,word,,,new hand; novice; raw recruit
新穎,斬新な/新しい,ㄒㄧㄣ ㄧㄥˇ,xīnyǐng,状態動詞(形容詞),7,common,ai,word,,,lit. new bud; fig. new and original
信賴,信頼する,ㄒㄧㄣˋ ㄌㄞˋ,xìnlài,状態動詞,7,common,ai,word,,,to trust; to have confidence in; to have faith in
信念,信念/信条,ㄒㄧㄣˋ ㄋㄧㄢˋ,xìnniàn,名詞,7,common,ai,word,,,faith; belief; conviction
信徒,信者,ㄒㄧㄣˋ ㄊㄨˊ,xìntú,名詞,7,common,ai,word,,,believer
信息,情報/メッセージ,ㄒㄧㄣˋ ㄒㄧˊ,xìnxí,名詞,7,common,ai,word,,,information; news; message
星辰,星々,ㄒㄧㄥ ㄔㄣˊ,xīngchén,名詞,7,common,ai,word,,,stars
興建,建設する,ㄒㄧㄥ ㄐㄧㄢˋ,xīngjiàn,動詞,7,common,ai,word,,,to build; to construct
興隆,繁栄している,ㄒㄧㄥ ㄌㄨㄥˊ,xīnglóng,状態動詞(形容詞),7,common,ai,word,,,"Xinglong county in Chengde 承德[Cheng2 de2], Hebei ‖ prosperous"
興起,興る/台頭する,ㄒㄧㄥ ㄑㄧˇ,xīngqǐ,変化動詞,7,common,ai,word,,,to rise; to spring up; to burgeon
行善,善行をする,ㄒㄧㄥˊ ㄕㄢˋ,xíngshàn,自動詞,7,common,ai,word,,,to do good works; to be merciful
行使,行使する,ㄒㄧㄥˊ ㄕˇ,xíngshǐ,動詞,7,common,ai,word,,,to exercise (a right etc)
行星,惑星,ㄒㄧㄥˊ ㄒㄧㄥ,xíngxīng,名詞,7,common,ai,word,,,planet; CL:顆|颗[ke1]
形勢,情勢/状況,ㄒㄧㄥˊ ㄕˋ,xíngshì,名詞,7,common,ai,word,,,circumstances; situation; terrain
形態,形態/様式,ㄒㄧㄥˊ ㄊㄞˋ,xíngtài,名詞,7,common,ai,word,,,shape; form; pattern
形體,体型/身体,ㄒㄧㄥˊ ㄊㄧˇ,xíngtǐ,名詞,7,common,ai,word,,,figure; physique; form and structure
形形色色,多種多様な,ㄒㄧㄥˊ ㄒㄧㄥˊ ㄙㄜˋ ㄙㄜˋ,xíngxíngsèsè,状態動詞(形容詞),7,common,ai,word,,,all kinds of; all sorts of; every (different) kind of
型態,形態/タイプ,ㄒㄧㄥˊ ㄊㄞˋ,xíngtài,名詞,7,common,ai,word,,,form; shape; type
性,性質/性格,ㄒㄧㄥˋ,xìng,名詞,7,common,ai,word,,,nature; character; property
性能,性能/機能,ㄒㄧㄥˋ ㄋㄥˊ,xìngnéng,名詞,7,common,ai,word,,,function; performance; behavior
性情,気質/性格,ㄒㄧㄥˋ ㄑㄧㄥˊ,xìngqíng,名詞,7,common,ai,word,,,nature; temperament
興致,興味/気分,ㄒㄧㄥˋ ㄓˋ,xìngzhì,名詞,7,common,ai,word,,,mood; spirits; interest
胸口,胸元,ㄒㄩㄥ ㄎㄡˇ,xiōngkǒu,名詞,7,common,ai,word,,,chest
修補,修繕する,ㄒㄧㄡ ㄅㄨˇ,xiūbǔ,動詞,7,common,ai,word,,,to mend
修訂,改訂する,ㄒㄧㄡ ㄉㄧㄥˋ,xiūdìng,動詞,7,common,ai,word,,,to revise
修建,建設する/修理する,ㄒㄧㄡ ㄐㄧㄢˋ,xiūjiàn,動詞,7,common,ai,word,,,to build; to construct
修女,修道女,ㄒㄧㄡ ㄋㄩˇ,xiūnǚ,名詞,7,common,ai,word,,,nun or sister (of the Roman Catholic or Greek Orthodox churches)
修養,教養/修養,ㄒㄧㄡ ㄧㄤˇ,xiūyǎng,名詞,7,common,ai,word,,,accomplishment; training; self-cultivation
修築,建設する,ㄒㄧㄡ ㄓㄨˊ,xiūzhú,動詞,7,common,ai,word,,,to build
繡,刺繍する/刺繍,ㄒㄧㄡˋ,xiù,動詞,7,common,ai,word,,,to embroider; embroidery
虛擬,架空の/仮想の,ㄒㄩ ㄋㄧˇ,xūnǐ,動詞,7,common,ai,word,,,to imagine; to make up; fictitious; theoretical; hypothetical; (computing) to emulate
虛心,謙虚な/素直な,ㄒㄩ ㄒㄧㄣ,xūxīn,状態動詞(形容詞),7,common,ai,word,,,open-minded; humble
許多,多くの/たくさんの / 多くの,ㄒㄩˇ ㄉㄨㄛ / ㄒㄩˇ ㄉㄨㄛ,xǔduō / xǔduō,副詞,4,common,ai,word,,多音字/多義語: 複数の発音・意味を統合,many; a lot of; much
許久,長い間,ㄒㄩˇ ㄐㄧㄡˇ,xǔjiǔ,名詞,7,common,ai,word,,,for a long time; for ages
許可,許可する,ㄒㄩˇ ㄎㄜˇ,xǔkě,動詞,7,common,ai,word,,,to allow; to permit
酗酒,深酒する,ㄒㄩˋ ㄐㄧㄡˇ,xùjiǔ,自動詞,7,common,ai,word,,,heavy drinking; to get drunk; to drink to excess
序幕,序幕/幕開け,ㄒㄩˋ ㄇㄨˋ,xùmù,名詞,7,common,ai,word,,,prologue
敘述,述べる/語る,ㄒㄩˋ ㄕㄨˋ,xùshù,動詞,7,common,ai,word,,,to relate (a story or information); to tell or talk about; to recount
宣稱,主張する/公言する,ㄒㄩㄢ ㄔㄥ,xuānchēng,動詞,7,common,ai,word,,,to assert; to claim
宣告,宣言する,ㄒㄩㄢ ㄍㄠˋ,xuāngào,動詞,7,common,ai,word,,,to declare; to proclaim
宣示,公に表明する,ㄒㄩㄢ ㄕˋ,xuānshì,動詞,7,common,ai,word,,,to vow; to pledge
宣誓,宣誓する,ㄒㄩㄢ ㄕˋ,xuānshì,自動詞,7,common,ai,word,,,to swear an oath (of office); to make a vow
宣言,宣言/マニフェスト,ㄒㄩㄢ ㄧㄢˊ,xuānyán,名詞,7,common,ai,word,,,declaration; manifesto
宣揚,広める/宣伝する,ㄒㄩㄢ ㄧㄤˊ,xuānyáng,動詞,7,common,ai,word,,,to publicize; to advertise; to spread far and wide
旋律,メロディ,ㄒㄩㄢˊ ㄌㄩˋ,xuánlǜ,名詞,7,common,ai,word,,,melody
旋轉,回転する,ㄒㄩㄢˊ ㄓㄨㄢˇ,xuánzhuǎn,自動詞,7,common,ai,word,,,to rotate; to revolve; to spin
