headword,meaning_ja,zhuyin,pinyin,pos,tocfl_level,taiwan_usage,source,entry_type,scene_tags,notes,en_ref
正統,,ㄓㄥˋ ㄊㄨㄥˇ,zhèngtǒng,名詞,7,common,ai,word,,,"Zhengtong Emperor, reign name of sixth Ming Emperor Zhu Qizhen 朱祁鎮|朱祁镇[Zhu1 Qi2 zhen4] (1427-1464), reigned 1435-1449, t ‖ orthodoxy; tradition"
正義,,ㄓㄥˋ ㄧˋ,zhèngyì,名詞,7,common,ai,word,,,justice; righteousness; just
政績,,ㄓㄥˋ ㄐㄧ,zhèngjī,名詞,7,common,ai,word,,,(political) achievements; track record
政見,,ㄓㄥˋ ㄐㄧㄢˋ,zhèngjiàn,名詞,7,common,ai,word,,,political views
政權,,ㄓㄥˋ ㄑㄩㄢˊ,zhèngquán,名詞,7,common,ai,word,,,regime; political power
證券,,ㄓㄥˋ ㄑㄩㄢˋ,zhèngquàn,名詞,7,common,ai,word,,,negotiable security (financial); certificate; stocks and bonds
證人,,ㄓㄥˋ ㄖㄣˊ,zhèngrén,名詞,7,common,ai,word,,,witness
掙,,ㄓㄥˋ,zhèng,動詞,7,common,ai,word,,,to struggle to get free; to strive to acquire; to make (money)
之內,,ㄓ ㄋㄟˋ,zhīnèi,名詞,7,common,ai,word,,,inside; within
之所以,,ㄓ ㄙㄨㄛˇ ㄧˇ,zhīsuǒyǐ,接続詞,7,common,ai,word,,,"(after a noun N and before a predicate P) the reason why N P; Example: 我之所以討厭他|我之所以讨厌他[wo3 zhi1suo3yi3 tao3yan4 ta1] ""th"
支撐,,ㄓ ㄔㄥ,zhīchēng,動詞,7,common,ai,word,,,to prop up; to support; strut
支付,,ㄓ ㄈㄨˋ,zhīfù,動詞,7,common,ai,word,,,to pay (money)
支配,,ㄓ ㄆㄟˋ,zhīpèi,動詞,7,common,ai,word,,,to control; to dominate; to allocate
支應,,ㄓ ㄧㄥˋ,zhīyìng,動詞,7,common,ai,word,,,to deal with; to wait on; to provide for
知足,,ㄓ ㄗㄨˊ,zhīzú,状態動詞(形容詞),7,common,ai,word,,,content with one's situation; to know contentment (hence happiness)
脂肪,,ㄓ ㄈㄤˊ,zhīfáng,名詞,7,common,ai,word,,,"fat (in the body, in a plant, or in food)"
織,,ㄓ,zhī,動詞,7,common,ai,word,,,to weave
直徑,,ㄓˊ ㄐㄧㄥˋ,zhíjìng,名詞,7,common,ai,word,,,diameter
值班,,ㄓˊ ㄅㄢ,zhíbān,離合動詞,7,common,ai,word,,,to work a shift; on duty
值錢,,ㄓˊ ㄑㄧㄢˊ,zhíqián,状態動詞(形容詞),7,common,ai,word,,,valuable; costly; expensive
殖民,,ㄓˊ ㄇㄧㄣˊ,zhímín,自動詞,7,common,ai,word,,,colony; colonial
質量,,ㄓˊ ㄌㄧㄤˋ,zhíliàng,名詞,7,common,ai,word,,,(physics) mass; quality (i.e. degree of excellence); quality and quantity
質疑,,ㄓˊ ㄧˊ,zhíyí,動詞,7,common,ai,word,,,to call into question; to question (truth or validity)
職務,,ㄓˊ ㄨˋ,zhíwù,名詞,7,common,ai,word,,,post; position; job
職責,,ㄓˊ ㄗㄜˊ,zhízé,名詞,7,common,ai,word,,,duty; responsibility; obligation
執照,,ㄓˊ ㄓㄠˋ,zhízhào,名詞,7,common,ai,word,,,license; permit
執政,,ㄓˊ ㄓㄥˋ,zhízhèng,自動詞,7,common,ai,word,,,to hold power; in office
執著,,ㄓˊ ㄓㄨㄛˊ,zhízhuó,状態動詞(形容詞),7,common,ai,word,,,to be strongly attached to; to be dedicated; to cling to
止,,ㄓˇ,zhǐ,名詞,7,common,ai,word,,,to stop; to prohibit; until
只得,,ㄓˇ ㄉㄜˊ,zhǐdé,副詞,7,common,ai,word,,,to have no alternative but to; to be obliged to
指標,,ㄓˇ ㄅㄧㄠ,zhǐbiāo,名詞,7,common,ai,word,,,(production) target; quota; index; indicator; sign; signpost
指點,,ㄓˇ ㄉㄧㄢˇ,zhǐdiǎn,動詞,7,common,ai,word,,,to point out; to indicate; to give directions
指揮,,ㄓˇ ㄏㄨㄟ,zhǐhuī,名詞/動詞,7,common,ai,word,,,to conduct; to command; to direct
指控,,ㄓˇ ㄎㄨㄥˋ,zhǐkòng,動詞,7,common,ai,word,,,accusation; a (criminal) charge; to accuse
指南針,,ㄓˇ ㄋㄢˊ ㄓㄣ,zhǐnánzhēn,名詞,7,common,ai,word,,,compass
指數,,ㄓˇ ㄕㄨˋ,zhǐshù,名詞,7,common,ai,word,,,"(numerical, statistical) index; (math.) exponent; index"
指望,,ㄓˇ ㄨㄤˋ,zhǐwàng,状態動詞,7,common,ai,word,,,to count on; to hope for; prospect; hope
指紋,,ㄓˇ ㄨㄣˊ,zhǐwén,名詞,7,common,ai,word,,,"fingerprint; the arches, loops and whorls on the fingers"
指引,,ㄓˇ ㄧㄣˇ,zhǐyǐn,動詞,7,common,ai,word,,,to guide; to show; to point (the way)
指正,,ㄓˇ ㄓㄥˋ,zhǐzhèng,動詞,7,common,ai,word,,,to point out mistakes or weak points for correction; to comment; criticism
至,,ㄓˋ,zhì,接続詞/介詞(前置詞),7,common,ai,word,,,to arrive; most; to
至今,,ㄓˋ ㄐㄧㄣ,zhìjīn,副詞,7,common,ai,word,,,so far; to this day; until now
治安,,ㄓˋ ㄢ,zhìān,名詞,7,common,ai,word,,,law and order; public security
治本,,ㄓˋ ㄅㄣˇ,zhìběn,自動詞,7,common,ai,word,,,to tackle a problem at its root; to effect a permanent solution (contrasted with 治標|治标[zhi4biao1])
治標,,ㄓˋ ㄅㄧㄠ,zhìbiāo,自動詞,7,common,ai,word,,,to treat only the symptoms but not the root cause
治理,,ㄓˋ ㄌㄧˇ,zhìlǐ,動詞,7,common,ai,word,,,to govern; to administer; to manage
治療,,ㄓˋ ㄌㄧㄠˊ,zhìliáo,動詞,7,common,ai,word,,,to treat (an illness); medical treatment; therapy
志趣,,ㄓˋ ㄑㄩˋ,zhìqù,名詞,7,common,ai,word,,,inclination; interest
志向,,ㄓˋ ㄒㄧㄤˋ,zhìxiàng,名詞,7,common,ai,word,,,ambition; goal; ideal
致詞,,ㄓˋ ㄘˊ,zhìcí,自動詞,7,common,ai,word,,,to make a speech; to make some remarks
致富,,ㄓˋ ㄈㄨˋ,zhìfù,状態動詞(形容詞),7,common,ai,word,,,to become rich
致力,,ㄓˋ ㄌㄧˋ,zhìlì,状態動詞,7,common,ai,word,,,to work for; to devote one's efforts to
致命,,ㄓˋ ㄇㄧㄥˋ,zhìmìng,状態動詞(形容詞),7,common,ai,word,,,fatal; mortal; deadly
致意,,ㄓˋ ㄧˋ,zhìyì,自動詞,7,common,ai,word,,,to send one's greetings; to send one's best regards; to devote attention to
智力,,ㄓˋ ㄌㄧˋ,zhìlì,名詞,7,common,ai,word,,,intelligence; intellect
制裁,,ㄓˋ ㄘㄞˊ,zhìcái,動詞,7,common,ai,word,,,to punish; punishment; sanctions (incl. economic)
製品,,ㄓˋ ㄆㄧㄣˇ,zhìpǐn,名詞,7,common,ai,word,,,products; goods
滯留,,ㄓˋ ㄌㄧㄡˊ,zhìliú,自動詞,7,common,ai,word,,,(of a person) to remain in (a place) (due to circumstances that prevent one leaving); to be stranded; (of sth that would
中斷,,ㄓㄨㄥ ㄉㄨㄢˋ,zhōngduàn,動詞,7,common,ai,word,,,to cut short; to break off; to discontinue
中和,,ㄓㄨㄥ ㄏㄜˊ,zhōnghé,動詞,7,common,ai,word,,,"Zhonghe or Chungho city in New Taipei City 新北市[Xin1 bei3 shi4], Taiwan ‖ to neutralize"
中立,,ㄓㄨㄥ ㄌㄧˋ,zhōnglì,状態動詞(形容詞),7,common,ai,word,,,neutral; neutrality
中旬,,ㄓㄨㄥ ㄒㄩㄣˊ,zhōngxún,名詞,7,common,ai,word,,,middle third of a month
中葉,,ㄓㄨㄥ ㄧㄝˋ,zhōngyè,名詞,7,common,ai,word,,,mid- (e.g. mid-century); middle period
中醫,,ㄓㄨㄥ ㄧ,zhōngyī,名詞,7,common,ai,word,,,traditional Chinese medical science; a doctor trained in Chinese medicine
中庸,,ㄓㄨㄥ ㄩㄥ,zhōngyōng,状態動詞(形容詞),7,common,ai,word,,,"the Doctrine of the Mean, one of the Four Books 四書|四书[Si4 shu1] ‖ golden mean (Confucianism)"
忠實,,ㄓㄨㄥ ㄕˊ,zhōngshí,状態動詞(形容詞),7,common,ai,word,,,faithful
衷心,,ㄓㄨㄥ ㄒㄧㄣ,zhōngxīn,副詞,7,common,ai,word,,,heartfelt; wholehearted; cordial
終場,,ㄓㄨㄥ ㄔㄤˇ,zhōngchǎng,名詞,7,common,ai,word,,,end (of a performance or sports match); last round of testing in the imperial examinations
終結,,ㄓㄨㄥ ㄐㄧㄝˊ,zhōngjié,動詞,7,common,ai,word,,,end; conclusion; to come to an end; to terminate (sth)
終究,,ㄓㄨㄥ ㄐㄧㄡˋ,zhōngjiù,副詞,7,common,ai,word,,,in the end; after all is said and done
終身,,ㄓㄨㄥ ㄕㄣ,zhōngshēn,名詞,7,common,ai,word,,,lifelong; all one's life; marriage
種種,,ㄓㄨㄥˇ ㄓㄨㄥˇ,zhǒngzhǒng,限定詞,7,common,ai,word,,,all kinds of
種植,,ㄓㄨㄥˋ ㄓˊ,zhòngzhí,動詞,7,common,ai,word,,,to plant; to grow (a crop); to cultivate
中風,,ㄓㄨㄥˋ ㄈㄥ,zhòngfēng,変化動詞,7,common,ai,word,,,to suffer a paralyzing stroke
中獎,,ㄓㄨㄥˋ ㄐㄧㄤˇ,zhòngjiǎng,変化動詞,7,common,ai,word,,,to win a prize (in a lottery etc)
中肯,,ㄓㄨㄥˋ ㄎㄣˇ,zhòngkěn,状態動詞(形容詞),7,common,ai,word,,,pertinent; apropos
中暑,,ㄓㄨㄥˋ ㄕㄨˇ,zhòngshǔ,変化動詞,7,common,ai,word,,,to suffer heat exhaustion; sunstroke; heatstroke
重用,,ㄓㄨㄥˋ ㄩㄥˋ,zhòngyòng,動詞,7,common,ai,word,,,to put in an important position
重鎮,,ㄓㄨㄥˋ ㄓㄣˋ,zhòngzhèn,名詞,7,common,ai,word,,,"(military) strategic town; (fig.) major center (for commerce, culture or tourism etc)"
周邊,,ㄓㄡ ㄅㄧㄢ,zhōubiān,名詞,7,common,ai,word,,,periphery; rim; perimeter; surroundings; (computing) (attributive) peripheral; merch (abbr. for 周邊商品|周边商品[zhou1bian1 sha
周密,,ㄓㄡ ㄇㄧˋ,zhōumì,状態動詞(形容詞),7,common,ai,word,,,careful; thorough; meticulous
周詳,,ㄓㄡ ㄒㄧㄤˊ,zhōuxiáng,状態動詞(形容詞),7,common,ai,word,,,meticulous; thorough; comprehensive
周遊,,ㄓㄡ ㄧㄡˊ,zhōuyóu,動詞,7,common,ai,word,,,to travel around; to tour; to cross
周轉,,ㄓㄡ ㄓㄨㄢˇ,zhōuzhuǎn,動詞,7,common,ai,word,,,"to rotate; to circulate (cash, stock etc); turnover"
皺,,ㄓㄡˋ,zhòu,状態動詞(形容詞),7,common,ai,word,,,to wrinkle; wrinkled; to crease
皺紋,,ㄓㄡˋ ㄨㄣˊ,zhòuwén,名詞,7,common,ai,word,,,wrinkle; CL:道[dao4]
株,,ㄓㄨ,zhū,量詞,7,common,ai,word,,,tree trunk; stump (tree root); a plant
諸多,,ㄓㄨ ㄉㄨㄛ,zhūduō,限定詞,7,common,ai,word,,,"(used for abstract things) a good deal, a lot of"
逐,,ㄓㄨˊ,zhú,介詞(前置詞)/動詞,7,common,ai,word,,,(bound form) to pursue; to chase away; individually
逐步,,ㄓㄨˊ ㄅㄨˋ,zhúbù,副詞,7,common,ai,word,,,progressively; step by step
主導,,ㄓㄨˇ ㄉㄠˇ,zhǔdǎo,動詞,7,common,ai,word,,,leading; dominant; prevailing
主管,,ㄓㄨˇ ㄍㄨㄢˇ,zhǔguǎn,動詞,7,common,ai,word,,,in charge; responsible for; person in charge
主見,,ㄓㄨˇ ㄐㄧㄢˋ,zhǔjiàn,名詞,7,common,ai,word,,,one's own view; definite opinion
主力,,ㄓㄨˇ ㄌㄧˋ,zhǔlì,名詞,7,common,ai,word,,,main force; main strength of an army
主流,,ㄓㄨˇ ㄌㄧㄡˊ,zhǔliú,名詞,7,common,ai,word,,,main stream (of a river); fig. the essential point; main viewpoint of a matter
主權,,ㄓㄨˇ ㄑㄩㄢˊ,zhǔquán,名詞,7,common,ai,word,,,sovereignty
主人翁,,ㄓㄨˇ ㄖㄣˊ ㄨㄥ,zhǔrénwēng,名詞,7,common,ai,word,,,master (of the house); main character in a novel etc; hero or heroine
主義,,ㄓㄨˇ ㄧˋ,zhǔyì,名詞,7,common,ai,word,,,-ism; ideology
主宰,,ㄓㄨˇ ㄗㄞˇ,zhǔzǎi,動詞,7,common,ai,word,,,to dominate; to rule; to dictate
主旨,,ㄓㄨˇ ㄓˇ,zhǔzhǐ,名詞,7,common,ai,word,,,gist; main idea; general tenor
主軸,,ㄓㄨˇ ㄓㄡˊ,zhǔzhóu,名詞,7,common,ai,word,,,"axis; principal axis (in mechanics, optics, botany etc); main axle (of engine)"
囑咐,,ㄓㄨˇ ㄈㄨˋ,zhǔfù,動詞,7,common,ai,word,,,to urge; to exhort
矚目,,ㄓㄨˇ ㄇㄨˋ,zhǔmù,自動詞,7,common,ai,word,,,to focus attention upon
注定,,ㄓㄨˋ ㄉㄧㄥˋ,zhùdìng,助動詞,7,common,ai,word,,原表記: 注定/註定,
注目,,ㄓㄨˋ ㄇㄨˋ,zhùmù,自動詞,7,common,ai,word,,,attention; to stare at; to fix attention on sth
注視,,ㄓㄨˋ ㄕˋ,zhùshì,動詞,7,common,ai,word,,,to look attentively at; to closely watch; to gaze at
注重,,ㄓㄨˋ ㄓㄨㄥˋ,zhùzhòng,状態動詞,7,common,ai,word,,,to pay attention to; to emphasize
住宿,,ㄓㄨˋ ㄙㄨˋ,zhùsù,自動詞,7,common,ai,word,,,to stay at; lodging; accommodation
柱,,ㄓㄨˋ(ㄗ˙),zhù(zi),名詞,7,common,ai,word,,原表記: 柱(子),pillar; CL:根[gen1]
助教,,ㄓㄨˋ ㄐㄧㄠˋ,zhùjiào,名詞,7,common,ai,word,,,teaching assistant
助手,,ㄓㄨˋ ㄕㄡˇ,zhùshǒu,名詞,7,common,ai,word,,,assistant; helper
佇立,,ㄓㄨˋ ㄌㄧˋ,zhùlì,自動詞,7,common,ai,word,,,to stand for a long time
著作,,ㄓㄨˋ ㄗㄨㄛˋ,zhùzuò,名詞,7,common,ai,word,,,to write; literary work; book
駐,,ㄓㄨˋ,zhù,動詞,7,common,ai,word,,,"to halt; to stay; to be stationed (of troops, diplomats etc)"
抓緊,,ㄓㄨㄚ ㄐㄧㄣˇ,zhuājǐn,動詞,7,common,ai,word,,,to keep a firm grip on; to pay close attention to; to lose no time in (doing sth)
專櫃,,ㄓㄨㄢ ㄍㄨㄟˋ,zhuānguì,名詞,7,common,ai,word,,,sales counter dedicated to a certain kind of product (e.g. alcohol)
專員,,ㄓㄨㄢ ㄩㄢˊ,zhuānyuán,名詞,7,common,ai,word,,,assistant director; commissioner
專制,,ㄓㄨㄢ ㄓˋ,zhuānzhì,状態動詞(形容詞),7,common,ai,word,,,autocracy; dictatorship
磚,,ㄓㄨㄢ,zhuān,名詞,7,common,ai,word,,,"brick; tile (floor or wall, not roof); CL:塊|块[kuai4]"
轉動,,ㄓㄨㄢˇ ㄉㄨㄥˋ,zhuǎndòng,動詞,7,common,ai,word,,,to turn sth around; to swivel ‖ to rotate (about an axis)
轉化,,ㄓㄨㄢˇ ㄏㄨㄚˋ,zhuǎnhuà,変化動詞,7,common,ai,word,,,to change; to turn; to convert; (genetics) to transform; (chemistry) isomerization
轉機,,ㄓㄨㄢˇ ㄐㄧ,zhuǎnjī,名詞,7,common,ai,word,,,(to take) a turn for the better; to change planes
轉手,,ㄓㄨㄢˇ ㄕㄡˇ,zhuǎnshǒu,動詞,7,common,ai,word,,,to pass on; to resell; to change hands
轉眼,,ㄓㄨㄢˇ ㄧㄢˇ,zhuǎnyǎn,副詞,7,common,ai,word,,,in a flash; in the blink of an eye; to glance
轉移,,ㄓㄨㄢˇ ㄧˊ,zhuǎnyí,動詞,7,common,ai,word,,,to shift; to relocate; to transfer; (fig.) to shift (attention); to change (the subject etc); (medicine) to metastasize
轉帳,,ㄓㄨㄢˇ ㄓㄤˋ,zhuǎnzhàng,離合動詞,7,common,ai,word,,,
撰寫,,ㄓㄨㄢˋ ㄒㄧㄝˇ,zhuànxiě,動詞,7,common,ai,word,,,to write; to compose
莊嚴,,ㄓㄨㄤ ㄧㄢˊ,zhuāngyán,状態動詞(形容詞),7,common,ai,word,,,solemn; dignified; stately
裝備,,ㄓㄨㄤ ㄅㄟˋ,zhuāngbèi,名詞,7,common,ai,word,,,equipment; to equip; to outfit
裝潢,,ㄓㄨㄤ ㄏㄨㄤˊ,zhuānghuáng,動詞,7,common,ai,word,,,to mount (a picture); to dress; to adorn
裝配,,ㄓㄨㄤ ㄆㄟˋ,zhuāngpèi,動詞,7,common,ai,word,,,to assemble; to fit together
裝運,,ㄓㄨㄤ ㄩㄣˋ,zhuāngyùn,動詞,7,common,ai,word,,,to ship; shipment
裝置,,ㄓㄨㄤ ㄓˋ,zhuāngzhì,動詞,7,common,ai,word,,,to install; installation; equipment
壯觀,,ㄓㄨㄤˋ ㄍㄨㄢ,zhuàngguān,状態動詞(形容詞),7,common,ai,word,,,spectacular; magnificent sight
壯麗,,ㄓㄨㄤˋ ㄌㄧˋ,zhuànglì,状態動詞(形容詞),7,common,ai,word,,,magnificence; magnificent; majestic
狀元,,ㄓㄨㄤˋ ㄩㄢˊ,zhuàngyuán,名詞,7,common,ai,word,,,top scorer in the palace examination (highest rank of the Imperial examination system); see 榜眼[bang3 yan3] and 探花[tan4 h
追捕,,ㄓㄨㄟ ㄅㄨˇ,zhuībǔ,動詞,7,common,ai,word,,,to pursue; to be after; to hunt down
追查,,ㄓㄨㄟ ㄔㄚˊ,zhuīchá,動詞,7,common,ai,word,,,to try to find out; to trace; to track down
追究,,ㄓㄨㄟ ㄐㄧㄡˋ,zhuījiù,動詞,7,common,ai,word,,,to investigate; to look into
準,,ㄓㄨㄣˇ,zhǔn,副詞,7,common,ai,word,,,accurate; standard; definitely
準備,,ㄓㄨㄣˇ ㄅㄟˋ,zhǔnbèi,名詞,7,common,ai,word,,,preparation; to prepare; to intend
準則,,ㄓㄨㄣˇ ㄗㄜˊ,zhǔnzé,名詞,7,common,ai,word,,,norm; standard; criterion
准許,,ㄓㄨㄣˇ ㄒㄩˇ,zhǔnxǔ,動詞,7,common,ai,word,,,to allow; to grant; to permit
卓越,,ㄓㄨㄛˊ ㄩㄝˋ,zhuóyuè,状態動詞(形容詞),7,common,ai,word,,,outstanding; surpassing; distinguished
著手,,ㄓㄨㄛˊ ㄕㄡˇ,zhuóshǒu,自動詞,7,common,ai,word,,,to put one's hand to it; to start out on a task; to set out
著眼,,ㄓㄨㄛˊ ㄧㄢˇ,zhuóyǎn,自動詞,7,common,ai,word,,,to have one's eyes on (a goal); having sth in mind; to concentrate
著重,,ㄓㄨㄛˊ ㄓㄨㄥˋ,zhuózhòng,状態動詞,7,common,ai,word,,,to put emphasis on; to stress
酌量,,ㄓㄨㄛˊ ㄌㄧㄤˊ,zhuóliáng,副詞,7,common,ai,word,,,to consider; to allow for; to use one's discretion
資深,,ㄗ ㄕㄣ,zīshēn,状態動詞(形容詞),7,common,ai,word,,,veteran (journalist etc); senior; highly experienced
資助,,ㄗ ㄓㄨˋ,zīzhù,動詞,7,common,ai,word,,,to subsidize; to provide financial aid; subsidy
姿勢,,ㄗ ㄕˋ,zīshì,名詞,7,common,ai,word,,,posture; position
姿態,,ㄗ ㄊㄞˋ,zītài,名詞,7,common,ai,word,,,attitude; posture; stance
滋味,,ㄗ ㄨㄟˋ,zīwèi,名詞,7,common,ai,word,,,taste; flavor; feeling
子彈,,ㄗˇ ㄉㄢˋ,zǐdàn,名詞,7,common,ai,word,,,"bullet; CL:粒[li4],顆|颗[ke1],發|发[fa1]"
子弟,,ㄗˇ ㄉㄧˋ,zǐdì,名詞,7,common,ai,word,,,child; the younger generation
子孫,,ㄗˇ ㄙㄨㄣ,zǐsūn,名詞,7,common,ai,word,,,offspring; posterity
紫外線,,ㄗˇ ㄨㄞˋ ㄒㄧㄢˋ,zǐwàixiàn,名詞,7,common,ai,word,,,ultraviolet ray
自,,ㄗˋ,zì,介詞(前置詞),7,common,ai,word,,,(bound form) self; oneself; from; since; naturally; as a matter of course
自稱,,ㄗˋ ㄔㄥ,zìchēng,状態動詞,7,common,ai,word,,,to call oneself; to claim to be; to profess
自費,,ㄗˋ ㄈㄟˋ,zìfèi,自動詞,7,common,ai,word,,,at one's own expense; self-funded
自豪,,ㄗˋ ㄏㄠˊ,zìháo,状態動詞(形容詞),7,common,ai,word,,,proud (of one's achievements etc)
自覺,,ㄗˋ ㄐㄩㄝˊ,zìjué,状態動詞,7,common,ai,word,,,to realize; to be aware of; to feel that; to be conscious of (sth relating to oneself); responsible; predisposed to do t
自立,,ㄗˋ ㄌㄧˋ,zìlì,状態動詞(形容詞),7,common,ai,word,,,independent; self-reliant; self-sustaining
自滿,,ㄗˋ ㄇㄢˇ,zìmǎn,状態動詞(形容詞),7,common,ai,word,,,complacent; self-satisfied
自然,,ㄗˋ ㄖㄢˊ,zìrán,副詞,7,common,ai,word,,,nature; natural; naturally
自身,,ㄗˋ ㄕㄣ,zìshēn,名詞,7,common,ai,word,,,itself; oneself; one's own
自行,,ㄗˋ ㄒㄧㄥˊ,zìxíng,副詞,7,common,ai,word,,,voluntary; autonomous; by oneself
自制,,ㄗˋ ㄓˋ,zìzhì,自動詞,7,common,ai,word,,,to maintain self-control; self-control
自治,,ㄗˋ ㄓˋ,zìzhì,自動詞,7,common,ai,word,,,autonomy
自傳,,ㄗˋ ㄓㄨㄢˋ,zìzhuàn,名詞,7,common,ai,word,,,autobiography
字體,,ㄗˋ ㄊㄧˇ,zìtǐ,名詞,7,common,ai,word,,,calligraphic style; typeface; font
字眼,,ㄗˋ ㄧㄢˇ,zìyǎn/zìyǎnr,名詞,7,common,ai,word,,原表記: 字眼/字眼兒,wording
字樣,,ㄗˋ ㄧㄤˋ,zìyàng,名詞,7,common,ai,word,,,"model or template character; written slogan or phrase; mention (e.g. ""air mail"" 航空 on a letter, ""first draft"" 初稿 on a do"
宗旨,,ㄗㄨㄥ ㄓˇ,zōngzhǐ,名詞,7,common,ai,word,,,objective; aim; goal
總裁,,ㄗㄨㄥˇ ㄘㄞˊ,zǒngcái,名詞,7,common,ai,word,,,chairman; director-general (of a company etc)
總得,,ㄗㄨㄥˇ ㄉㄟˇ,zǒngděi,副詞,7,common,ai,word,,,must; have to; be bound to
總額,,zㄛˇnㄍㄜˊ,zǒngé,名詞,7,common,ai,word,,,total (amount or value)
總和,,ㄗㄨㄥˇ ㄏㄜˊ,zǒnghé,名詞,7,common,ai,word,,,sum
總結,,ㄗㄨㄥˇ ㄐㄧㄝˊ,zǒngjié,名詞,7,common,ai,word,,,to sum up; to conclude; summary
總經理,,ㄗㄨㄥˇ ㄐㄧㄥ ㄌㄧˇ,zǒngjīnglǐ,名詞,7,common,ai,word,,,general manager; CEO
總數,,ㄗㄨㄥˇ ㄕㄨˋ,zǒngshù,名詞,7,common,ai,word,,,total; sum; aggregate
縱火,,ㄗㄨㄥˋ ㄏㄨㄛˇ,zònghuǒ,離合動詞,7,common,ai,word,,,to set on fire; to commit arson
縱容,,ㄗㄨㄥˋ ㄖㄨㄥˊ,zòngróng,状態動詞,7,common,ai,word,,,to indulge; to connive at
縱使,,ㄗㄨㄥˋ ㄕˇ,zòngshǐ,接続詞,7,common,ai,word,,,even if; even though
走廊,,ㄗㄡˇ ㄌㄤˊ,zǒuláng,名詞,7,common,ai,word,,,corridor; aisle; hallway
揍,,ㄗㄡˋ,zòu,動詞,7,common,ai,word,,,to hit; to beat (sb); (coll.) to smash (sth)
租賃,,ㄗㄨ ㄌㄧㄣˋ,zūlìn,動詞,7,common,ai,word,,,to rent; to lease; to hire
祖宗,,ㄗㄨˇ ㄗㄨㄥ,zǔzōng,名詞,7,common,ai,word,,,ancestor; forebear
阻擋,,ㄗㄨˇ ㄉㄤˇ,zǔdǎng,動詞,7,common,ai,word,,,to stop; to resist; to obstruct
阻力,,ㄗㄨˇ ㄌㄧˋ,zǔlì,名詞,7,common,ai,word,,,resistance; drag
阻撓,,ㄗㄨˇ ㄋㄠˊ,zǔnáo,動詞,7,common,ai,word,,,to thwart; to obstruct (sth)
阻塞,,ㄗㄨˇ ㄙㄜˋ,zǔsè,状態動詞(形容詞),7,common,ai,word,,,to block; to clog
組裝,,ㄗㄨˇ ㄓㄨㄤ,zǔzhuāng,動詞,7,common,ai,word,,,to assemble; to put together
鑽研,,ㄗㄨㄢ ㄧㄢˊ,zuānyán,動詞,7,common,ai,word,,,to study meticulously; to delve into
嘴唇,,ㄗㄨㄟˇ ㄔㄨㄣˊ,zuǐchún/chún,名詞,7,common,ai,word,,原表記: 嘴唇/嘴脣/唇/脣,lip; CL:片[pian4]
罪惡,,ㄗㄨㄟˋ ㄜˋ,zuìè,名詞,7,common,ai,word,,,crime; evil; sin
罪名,,ㄗㄨㄟˋ ㄇㄧㄥˊ,zuìmíng,名詞,7,common,ai,word,,,charge; accusation; stigma; bad name; stained reputation
罪行,,ㄗㄨㄟˋ ㄒㄧㄥˋ,zuìxìng,名詞,7,common,ai,word,,,crime; offense
尊,,ㄗㄨㄣ,zūn,量詞/状態動詞,7,common,ai,word,,,senior; of a senior generation; to honor
尊嚴,,ㄗㄨㄣ ㄧㄢˊ,zūnyán,名詞,7,common,ai,word,,,dignity; sanctity; honor
遵循,,ㄗㄨㄣ ㄒㄩㄣˊ,zūnxún,状態動詞,7,common,ai,word,,,to follow; to abide by; to comply with
作風,,ㄗㄨㄛˋ ㄈㄥ,zuòfēng,名詞,7,common,ai,word,,,style; style of work; way
作怪,,ㄗㄨㄛˋ ㄍㄨㄞˋ,zuòguài,自動詞,7,common,ai,word,,,(of a ghost) to make strange things happen; to act up; to act behind the scenes
作物,,ㄗㄨㄛˋ ㄨˋ,zuòwù,名詞,7,common,ai,word,,,crop
作戰,,ㄗㄨㄛˋ ㄓㄢˋ,zuòzhàn,自動詞,7,common,ai,word,,,combat; to fight
作證,,ㄗㄨㄛˋ ㄓㄥˋ,zuòzhèng,離合動詞,7,common,ai,word,,原表記: 作證/做證,to bear witness; to testify; to serve as evidence
坐牢,,ㄗㄨㄛˋ ㄌㄠˊ,zuòláo,離合動詞,7,common,ai,word,,,to be imprisoned
坐鎮,,ㄗㄨㄛˋ ㄓㄣˋ,zuòzhèn,自動詞,7,common,ai,word,,,(of a commanding officer) to keep watch; to oversee
座談,,ㄗㄨㄛˋ ㄊㄢˊ,zuòtán,自動詞,7,common,ai,word,,,"to have an informal discussion; CL:次[ci4],個|个[ge4]"
